AcX,AcY,AcZ,HR,Magnitude,SPO2,Temp,docId
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0",4294469382
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294470385
"0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",4294471389
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294472389
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294473394
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0",4294474402
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294475402
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294476407
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294477409
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294478410
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0",4294479410
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294480412
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294481416
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294482418
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294483420
"0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",4294484422
"0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","30,30,30,30,30","0,0,0,0,0",,"0,0,0,0,0",4294485422
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294486423
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294487426
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294488429
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294489429
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294490431
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294491432
"0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0",4294492432
"0,0,0,0,0,0,0","0,0,0,0,0,0,0","0,0,0,0,0,0,0","30,30,30,30,30,30,30","0,0,0,0,0,0,0",,"0,0,0,0,0,0,0",4294493436
"0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0",4294494444
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294495448
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294496451
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294497453
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294498455
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294499461
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294500461
"0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",4294501464
"0,0,0","0,0,0","0,0,0","30,30,30","0,0,0",,"0,0,0",4294502468
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294503472
"0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0",4294504475
"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0",4294505476
"0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0",4294506477
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294507478
"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0",4294508482
"0,0,0,0,0,0","0,0,0,0,0,0","0,0,0,0,0,0","30,30,30,30,30,30","0,0,0,0,0,0",,"0,0,0,0,0,0",4294509484
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294510488
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294511492
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0",4294512493
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294513494
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294514494
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294515494
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0",4294516502
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294517504
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294518505
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0",4294519511
"0,0,0,0,0,0,0","0,0,0,0,0,0,0","0,0,0,0,0,0,0","30,30,30,30,30,30,30","0,0,0,0,0,0,0",,"0,0,0,0,0,0,0",4294520515
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294521518
"0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",4294522520
"0,0,0,0,0,0","0,0,0,0,0,0","0,0,0,0,0,0","30,30,30,30,30,30","0,0,0,0,0,0",,"0,0,0,0,0,0",4294523521
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4294524521
"0,0","0,0","0,0",30,"0,0",96,"0,0",4294525521
"0,0,0","0,0,0","0,0,0","30,30,30","0,0,0","88,88,88","0,0,0",4294527297
"0,0,0,0","0,0,0,0","0,0,0,0","30,30,31,30","0,0,0,0",88,"0,0,0,0",4294528297
"0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","30,30,30,30,30","0,0,0,0,0",,"0,0,0,0,0",4294529425
"0,0,0,0","0,0,0,0","0,0,0,0","30,30,30,30","0,0,0,0","88,88,90","0,0,0,0",4294530547
"0,0,0,0","0,0,0,0","0,0,0,0","30,30,30,30","0,0,0,0","90,90,88,88","0,0,0,0",4294531668
"0,0,0,0","0,0,0,0","0,0,0,0","30,30,30,30","0,0,0,0","100,90,90","0,0,0,0",4294532669
"0,0,0,0","0,0,0,0","0,0,0,0","30,30,30,30","0,0,0,0","99,100,100,100","0,0,0,0",4294533712
"0,0,0,0","0,0,0,0","0,0,0,0","30,30,30,30","0,0,0,0","99,99,99,99","0,0,0,0",4294534833
"0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","30,30,30,30,30","0,0,0,0,0","99,99,99,99,99","0,0,0,0,0",4294535949
"0,0,0,0","0,0,0,0","0,0,0,0","30,30,30,30","0,0,0,0","99,99,99,99","0,0,0,0",4294537111
"0,0,0,0","0,0,0,0","0,0,0,0","30,31,30,30","0,0,0,0","90,90,99,99","0,0,0,0",4294538236
"0,0,0","0,0,0","0,0,0","30,30,30","0,0,0","99,99,90","0,0,0",4294539313
"0,0,0,0","0,0,0,0","0,0,0,0","30,35,35,30","0,0,0,0","90,92,99,99","0,0,0,0",4294540360
"0,0,0,0","0,0,0,0","0,0,0,0","30,30,30,30","0,0,0,0","90,90,90,90","0,0,0,0",4294541436
"0,0,0,0","0,0,0,0","0,0,0,0","30,30,30,30","0,0,0,0","90,90,90,90","0,0,0,0",4294542523
"0,0,0,0,0,0,0","0,0,0,0,0,0,0","0,0,0,0,0,0,0","30,30,30,30,30,30,30","0,0,0,0,0,0,0","92,92,92,92,92,92,92","0,0,0,0,0,0,0",4294543723
"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0","92,92,92,92,92,92,92,92","0,0,0,0,0,0,0,0",4294544968
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","30,30,30,30,30,30,30,30,30,30,30,30","0,0,0,0,0,0,0,0,0,0,0,0","92,92,92,92,92,92,92,92,92,92,92,92","0,0,0,0,0,0,0,0,0,0,0,0",4294545968
"0,0,0,0","0,0,0,0","0,0,0,0","30,35,35,30","0,0,0,0","92,92,92,92","0,0,0,0",4294546970
"0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","53,35,30,31,30","0,0,0,0,0","41,41,92","0,0,0,0,0",4294548052
"0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","62,62,62,62,62","0,0,0,0,0","81,75,75,75,72","0,0,0,0,0",4294549093
"0,0,0,0","0,0,0,0","0,0,0,0","62,62,62,62","0,0,0,0",87,"0,0,0,0",4294550128
"0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","62,62,62,62,62","0,0,0,0,0",,"0,0,0,0,0",4294551136
"0,0,0,0","0,0,0,0","0,0,0,0","62,62,62,62","0,0,0,0",,"0,0,0,0",4294552251
"0,0,0,0","0,0,0,0","0,0,0,0","93,93,83,62","0,0,0,0","0,38,38","0,0,0,0",4294553375
"0,0,0,0","0,0,0,0","0,0,0,0","57,68,93,93","0,0,0,0","0,0","0,0,0,0",4294554493
"0,0,0,0","0,0,0,0","0,0,0,0","68,57,57,57","0,0,0,0",,"0,0,0,0",4294555576
"0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","93,93,93,93,83","0,0,0,0,0","3,3","0,0,0,0,0",4294556657
"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0",4294557662
"0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",4294558663
0,0,0,93,0,,0,4294559665
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294561098
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294562108
"0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0",4294563110
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294564114
"0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0",4294565114
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294566115
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294567117
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294568117
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294569120
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294570130
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294571131
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294572136
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294573136
"0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0",4294574136
"0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0",4294575137
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294576138
"0,0,0,0,0,0,0","0,0,0,0,0,0,0","0,0,0,0,0,0,0","93,93,93,93,93,93,93","0,0,0,0,0,0,0",,"0,0,0,0,0,0,0",4294577142
"0,0,0,0,0,0","0,0,0,0,0,0","0,0,0,0,0,0","93,93,93,93,93,93","0,0,0,0,0,0",,"0,0,0,0,0,0",4294578145
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294579152
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294580156
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0",4294581161
"0,0,0,0,0,0,0","0,0,0,0,0,0,0","0,0,0,0,0,0,0","93,93,93,93,93,93,93","0,0,0,0,0,0,0",,"0,0,0,0,0,0,0",4294582163
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294583163
"0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0",4294584168
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294585171
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294586172
"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0",4294587173
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294588176
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294589176
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294590180
"0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0",4294591183
"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0",4294592183
"0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0","93,93,93,93,93,93,93,93,93,93,93,93,93","0,0,0,0,0,0,0,0,0,0,0,0,0",,"0,0,0,0,0,0,0,0,0,0,0,0,0",4294593187
