timestamp,hr_bpm,rr_ms,ax,ay,az,temp
11.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
11.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
11.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
11.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
12.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
12.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
12.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
12.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
12.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
13.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
13.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
13.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
13.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
13.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
14.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
14.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
14.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
14.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
14.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
15.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
15.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
15.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
15.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
15.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
16.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
16.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
16.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
16.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
16.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
17.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
17.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
17.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
17.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
17.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
18.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
18.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
18.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
18.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
18.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
19.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
19.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
19.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
19.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
19.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
20.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
20.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
20.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
20.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
20.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
21.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
21.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
21.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
21.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
21.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
22.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
22.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
22.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
22.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
22.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
23.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
23.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
23.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
23.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
23.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
24.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
24.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
24.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
24.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
24.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
25.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
25.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
25.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
25.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
25.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
26.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
26.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
26.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
26.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
26.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
27.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
27.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
27.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
27.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
27.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
28.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
28.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
28.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
28.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
28.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
29.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
29.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
29.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
29.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
29.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
30.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
30.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
30.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
30.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
30.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
31.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
31.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
31.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
31.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
31.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
32.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
32.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
32.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
32.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
32.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
33.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
33.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
33.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
33.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
33.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
34.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
34.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
34.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
34.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
34.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
35.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
35.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
35.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
35.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
35.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
36.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
36.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
36.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
36.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
36.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
37.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
37.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
37.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
37.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
37.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
38.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
38.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
38.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
38.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
38.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
39.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
39.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
39.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
39.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
39.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
40.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
40.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
40.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
40.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
40.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
41.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
41.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
41.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
41.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
41.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
42.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
42.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
42.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
42.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
42.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
43.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
43.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
43.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
43.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
43.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
44.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
44.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
44.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
44.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
44.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
45.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
45.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
45.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
45.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
45.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
46.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
46.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
46.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
46.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
46.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
47.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
47.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
47.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
47.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
47.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
48.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
48.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
48.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
48.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
48.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
49.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
49.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
49.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
49.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
49.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
50.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
50.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
50.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
50.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
50.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
51.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
51.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
51.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
51.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
51.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
52.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
52.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
52.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
52.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
52.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
53.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
53.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
53.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
53.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
53.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
54.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
54.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
54.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
54.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
54.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
55.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
55.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
55.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
55.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
55.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
56.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
56.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
56.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
56.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
56.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
57.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
57.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
57.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
57.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
57.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
58.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
58.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
58.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
58.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
58.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
59.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
59.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
59.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
59.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
59.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
60.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
60.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
60.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
60.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
60.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
61.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
61.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
61.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
61.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
61.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
62.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
62.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
62.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
62.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
62.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
63.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
63.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
63.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
63.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
63.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
64.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
64.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
64.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
64.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
64.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
65.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
65.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
65.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
65.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
65.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
66.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
66.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
66.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
66.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
66.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
67.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
67.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
67.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
67.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
67.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
68.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
68.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
68.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
68.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
68.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
69.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
69.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
69.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
69.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
69.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
70.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
70.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
70.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
70.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
70.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
71.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
71.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
71.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
71.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
71.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
72.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
72.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
72.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
72.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
72.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
73.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
73.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
73.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
73.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
73.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
74.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
74.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
74.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
74.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
74.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
75.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
75.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
75.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
75.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
75.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
76.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
76.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
76.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
76.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
76.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
77.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
77.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
77.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
77.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
77.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
78.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
78.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
78.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
78.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
78.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
79.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
79.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
79.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
79.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
79.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
80.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
80.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
80.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
80.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
80.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
81.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
81.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
81.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
81.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
81.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
82.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
82.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
82.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
82.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
82.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
83.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
83.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
83.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
83.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
83.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
84.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
84.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
84.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
84.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
84.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
85.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
85.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
85.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
85.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
85.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
86.0,93.0,645.1612903225806,0.0,0.0,0.0,0.0
86.2,93.0,645.1612903225806,0.0,0.0,0.0,0.0
86.4,93.0,645.1612903225806,0.0,0.0,0.0,0.0
86.6,93.0,645.1612903225806,0.0,0.0,0.0,0.0
86.8,93.0,645.1612903225806,0.0,0.0,0.0,0.0
